hotel_key,hotel_public_id,target_date,horizon_days,prediction_cutoff,partition,target_room_nights,day_of_week,day_of_month,month,week_of_year,day_of_year,is_weekend,demand_lag_28,demand_rolling_mean_7,demand_rolling_mean_14,demand_rolling_mean_28,on_books_room_nights_at_cutoff,rooms_existing_at_cutoff
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-09-23,28,2015-08-27T00:00:00+00:00,train,209,2,23,9,39,266,0,132,,,,100,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-09-24,28,2015-08-28T00:00:00+00:00,train,182,3,24,9,39,267,0,,,,,180,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-09-24,28,2015-08-28T00:00:00+00:00,train,197,3,24,9,39,267,0,113,,,,131,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-09-25,28,2015-08-29T00:00:00+00:00,train,174,4,25,9,39,268,0,,,,,163,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-09-25,28,2015-08-29T00:00:00+00:00,train,216,4,25,9,39,268,0,82,,,,210,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-09-26,28,2015-08-30T00:00:00+00:00,train,183,5,26,9,39,269,1,,,,,177,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-09-26,28,2015-08-30T00:00:00+00:00,train,188,5,26,9,39,269,1,81,,,,172,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-09-27,28,2015-08-31T00:00:00+00:00,train,183,6,27,9,39,270,1,,,,,180,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-09-27,28,2015-08-31T00:00:00+00:00,train,194,6,27,9,39,270,1,63,,,,171,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-09-28,28,2015-09-01T00:00:00+00:00,train,180,0,28,9,40,271,0,,,,,173,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-09-28,28,2015-09-01T00:00:00+00:00,train,197,0,28,9,40,271,0,99,,,,164,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-09-29,28,2015-09-02T00:00:00+00:00,train,183,1,29,9,40,272,0,,,,,182,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-09-29,28,2015-09-02T00:00:00+00:00,train,164,1,29,9,40,272,0,97,95.28571428571429,,,163,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-09-30,28,2015-09-03T00:00:00+00:00,train,184,2,30,9,40,273,0,,,,,186,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-09-30,28,2015-09-03T00:00:00+00:00,train,113,2,30,9,40,273,0,127,94.57142857142857,,,97,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-01,28,2015-09-04T00:00:00+00:00,train,182,3,1,10,40,274,0,,,,,177,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-01,28,2015-09-04T00:00:00+00:00,train,92,3,1,10,40,274,0,130,97.0,,,73,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-02,28,2015-09-05T00:00:00+00:00,train,183,4,2,10,40,275,0,,,,,181,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-02,28,2015-09-05T00:00:00+00:00,train,211,4,2,10,40,275,0,207,114.85714285714286,,,155,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-03,28,2015-09-06T00:00:00+00:00,train,178,5,3,10,40,276,1,,,,,164,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-03,28,2015-09-06T00:00:00+00:00,train,200,5,3,10,40,276,1,199,131.71428571428572,,,197,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-04,28,2015-09-07T00:00:00+00:00,train,175,6,4,10,40,277,1,,,,,155,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-04,28,2015-09-07T00:00:00+00:00,train,161,6,4,10,40,277,1,217,153.71428571428572,,,127,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-05,28,2015-09-08T00:00:00+00:00,train,179,0,5,10,41,278,0,181,,,,168,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-05,28,2015-09-08T00:00:00+00:00,train,174,0,5,10,41,278,0,212,169.85714285714286,,,135,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-06,28,2015-09-09T00:00:00+00:00,train,185,1,6,10,41,279,0,183,,,,177,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-06,28,2015-09-09T00:00:00+00:00,train,180,1,6,10,41,279,0,165,179.57142857142858,137.42857142857142,,97,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-07,28,2015-09-10T00:00:00+00:00,train,182,2,7,10,41,280,0,179,,,,161,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-07,28,2015-09-10T00:00:00+00:00,train,222,2,7,10,41,280,0,199,189.85714285714286,142.21428571428572,,90,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-08,28,2015-09-11T00:00:00+00:00,train,182,3,8,10,41,281,0,183,,,,153,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-08,28,2015-09-11T00:00:00+00:00,train,223,3,8,10,41,281,0,187,198.0,147.5,,119,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-09,28,2015-09-12T00:00:00+00:00,train,167,4,9,10,41,282,0,182,,,,138,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-09,28,2015-09-12T00:00:00+00:00,train,205,4,9,10,41,282,0,187,195.14285714285714,155.0,,151,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-10,28,2015-09-13T00:00:00+00:00,train,183,5,10,10,41,283,1,185,,,,137,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-10,28,2015-09-13T00:00:00+00:00,train,222,5,10,10,41,283,1,194,194.42857142857142,163.07142857142858,,205,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-11,28,2015-09-14T00:00:00+00:00,train,168,6,11,10,41,284,1,174,181.0,,,109,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-11,28,2015-09-14T00:00:00+00:00,train,173,6,11,10,41,284,1,129,181.85714285714286,167.78571428571428,,141,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-12,28,2015-09-15T00:00:00+00:00,train,155,0,12,10,42,285,0,184,181.42857142857142,,,105,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-12,28,2015-09-15T00:00:00+00:00,train,175,0,12,10,42,285,0,171,176.0,172.92857142857142,,110,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-13,28,2015-09-16T00:00:00+00:00,train,131,1,13,10,42,286,0,184,181.57142857142858,,,88,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-13,28,2015-09-16T00:00:00+00:00,train,156,1,13,10,42,286,0,195,180.28571428571428,179.92857142857142,,94,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-14,28,2015-09-17T00:00:00+00:00,train,134,2,14,10,42,287,0,174,180.85714285714286,,,103,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-14,28,2015-09-17T00:00:00+00:00,train,133,2,14,10,42,287,0,210,181.85714285714286,185.85714285714286,,87,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-15,28,2015-09-18T00:00:00+00:00,train,180,3,15,10,42,288,0,184,181.0,,,172,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-15,28,2015-09-18T00:00:00+00:00,train,190,3,15,10,42,288,0,216,186.0,192.0,,81,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-16,28,2015-09-19T00:00:00+00:00,train,178,4,16,10,42,289,0,181,180.85714285714286,,,171,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-16,28,2015-09-19T00:00:00+00:00,train,216,4,16,10,42,289,0,220,190.71428571428572,192.92857142857142,,163,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-17,28,2015-09-20T00:00:00+00:00,train,179,5,17,10,42,290,1,183,180.57142857142858,,,174,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-17,28,2015-09-20T00:00:00+00:00,train,217,5,17,10,42,290,1,218,194.14285714285714,194.28571428571428,,192,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-18,28,2015-09-21T00:00:00+00:00,train,181,6,18,10,42,291,1,179,181.28571428571428,181.14285714285714,,180,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-18,28,2015-09-21T00:00:00+00:00,train,155,6,18,10,42,291,1,174,200.57142857142858,191.21428571428572,,98,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-19,28,2015-09-22T00:00:00+00:00,train,152,0,19,10,43,292,0,183,181.14285714285714,181.28571428571428,,125,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-19,28,2015-09-22T00:00:00+00:00,train,196,0,19,10,43,292,0,211,206.28571428571428,191.14285714285714,,118,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-20,28,2015-09-23T00:00:00+00:00,train,157,1,20,10,43,293,0,183,181.0,181.28571428571428,,123,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-20,28,2015-09-23T00:00:00+00:00,train,215,1,20,10,43,293,0,219,209.71428571428572,195.0,166.21428571428572,106,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-21,28,2015-09-24T00:00:00+00:00,train,172,2,21,10,43,294,0,180,181.85714285714286,181.35714285714286,,148,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-21,28,2015-09-24T00:00:00+00:00,train,215,2,21,10,43,294,0,209,209.57142857142858,195.71428571428572,168.96428571428572,116,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-22,28,2015-09-25T00:00:00+00:00,train,181,3,22,10,43,295,0,182,181.57142857142858,181.28571428571428,,163,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-22,28,2015-09-25T00:00:00+00:00,train,145,3,22,10,43,295,0,197,206.85714285714286,196.42857142857142,171.96428571428572,89,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-23,28,2015-09-26T00:00:00+00:00,train,177,4,23,10,43,296,0,174,180.57142857142858,180.71428571428572,,139,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-23,28,2015-09-26T00:00:00+00:00,train,127,4,23,10,43,296,0,216,206.28571428571428,198.5,176.75,83,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-24,28,2015-09-27T00:00:00+00:00,train,159,5,24,10,43,297,1,183,180.57142857142858,180.57142857142858,,117,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-24,28,2015-09-27T00:00:00+00:00,train,107,5,24,10,43,297,1,188,202.0,198.07142857142858,180.57142857142858,119,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-25,28,2015-09-28T00:00:00+00:00,train,124,6,25,10,43,298,1,183,181.14285714285714,181.21428571428572,,100,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-25,28,2015-09-28T00:00:00+00:00,train,195,6,25,10,43,298,1,194,204.85714285714286,202.71428571428572,185.25,162,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-26,28,2015-09-29T00:00:00+00:00,train,106,0,26,10,44,299,0,180,180.71428571428572,180.92857142857142,,75,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-26,28,2015-09-29T00:00:00+00:00,train,199,0,26,10,44,299,0,197,202.85714285714286,204.57142857142858,188.75,141,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-27,28,2015-09-30T00:00:00+00:00,train,115,1,27,10,44,300,0,183,180.71428571428572,180.85714285714286,,67,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-27,28,2015-09-30T00:00:00+00:00,train,186,1,27,10,44,300,0,164,195.0,202.35714285714286,191.14285714285714,142,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-28,28,2015-10-01T00:00:00+00:00,train,102,2,28,10,44,301,0,184,181.28571428571428,181.57142857142858,,58,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-28,28,2015-10-01T00:00:00+00:00,train,173,2,28,10,44,301,0,113,181.28571428571428,195.42857142857142,190.64285714285714,133,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-29,28,2015-10-02T00:00:00+00:00,train,89,3,29,10,44,302,0,182,181.28571428571428,181.42857142857142,,57,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-29,28,2015-10-02T00:00:00+00:00,train,201,3,29,10,44,302,0,92,166.28571428571428,186.57142857142858,189.28571428571428,167,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-30,28,2015-10-03T00:00:00+00:00,train,100,4,30,10,44,303,0,183,182.57142857142858,181.57142857142858,,64,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-30,28,2015-10-03T00:00:00+00:00,train,177,4,30,10,44,303,0,211,165.57142857142858,185.92857142857142,189.42857142857142,170,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-10-31,28,2015-10-04T00:00:00+00:00,train,119,5,31,10,44,304,1,178,181.85714285714286,181.21428571428572,,89,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-10-31,28,2015-10-04T00:00:00+00:00,train,99,5,31,10,44,304,1,200,167.28571428571428,184.64285714285714,189.46428571428572,110,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-11-01,28,2015-10-05T00:00:00+00:00,train,73,6,1,11,44,305,1,175,180.71428571428572,180.92857142857142,181.03571428571428,51,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-11-01,28,2015-10-05T00:00:00+00:00,train,94,6,1,11,44,305,1,161,162.57142857142858,183.71428571428572,187.46428571428572,98,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-11-02,28,2015-10-06T00:00:00+00:00,train,78,0,2,11,45,306,0,179,180.57142857142858,180.64285714285714,180.96428571428572,61,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-11-02,28,2015-10-06T00:00:00+00:00,train,68,0,2,11,45,306,0,174,159.28571428571428,181.07142857142858,186.10714285714286,71,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-11-03,28,2015-10-07T00:00:00+00:00,train,113,1,3,11,45,307,0,185,180.85714285714286,180.78571428571428,181.03571428571428,59,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-11-03,28,2015-10-07T00:00:00+00:00,train,72,1,3,11,45,307,0,180,161.57142857142858,178.28571428571428,186.64285714285714,44,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-11-04,28,2015-10-08T00:00:00+00:00,train,108,2,4,11,45,308,0,182,180.57142857142858,180.92857142857142,181.14285714285714,57,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-11-04,28,2015-10-08T00:00:00+00:00,train,80,2,4,11,45,308,0,222,177.14285714285714,179.21428571428572,187.46428571428572,38,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-11-05,28,2015-10-09T00:00:00+00:00,train,109,3,5,11,45,309,0,182,180.57142857142858,180.92857142857142,181.10714285714286,62,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-11-05,28,2015-10-09T00:00:00+00:00,train,89,3,5,11,45,309,0,223,195.85714285714286,181.07142857142858,188.75,40,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-11-06,28,2015-10-10T00:00:00+00:00,train,116,4,6,11,45,310,0,167,178.28571428571428,180.42857142857142,180.57142857142858,70,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-11-06,28,2015-10-10T00:00:00+00:00,train,112,4,6,11,45,310,0,205,195.0,180.28571428571428,189.39285714285714,61,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-11-07,28,2015-10-11T00:00:00+00:00,train,143,5,7,11,45,311,1,183,179.0,180.42857142857142,180.5,104,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-11-07,28,2015-10-11T00:00:00+00:00,train,98,5,7,11,45,311,1,222,198.14285714285714,182.71428571428572,190.39285714285714,76,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-11-08,28,2015-10-12T00:00:00+00:00,train,143,6,8,11,45,312,1,168,178.0,179.35714285714286,180.28571428571428,115,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-11-08,28,2015-10-12T00:00:00+00:00,train,90,6,8,11,45,312,1,173,199.85714285714286,181.21428571428572,191.96428571428572,78,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-11-09,28,2015-10-13T00:00:00+00:00,train,149,0,9,11,46,313,0,155,174.57142857142858,177.57142857142858,179.25,124,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-11-09,28,2015-10-13T00:00:00+00:00,train,56,0,9,11,46,313,0,175,200.0,179.64285714285714,192.10714285714286,27,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-11-10,28,2015-10-14T00:00:00+00:00,train,155,1,10,11,46,314,0,131,166.85714285714286,173.85714285714286,177.35714285714286,131,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-11-10,28,2015-10-14T00:00:00+00:00,train,59,1,10,11,46,314,0,156,196.57142857142858,179.07142857142858,190.71428571428572,30,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-11-11,28,2015-10-15T00:00:00+00:00,train,164,2,11,11,46,315,0,134,160.0,170.28571428571428,175.92857142857142,149,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-11-11,28,2015-10-15T00:00:00+00:00,train,70,2,11,11,46,315,0,133,183.85714285714286,180.5,187.96428571428572,33,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-11-12,28,2015-10-16T00:00:00+00:00,train,179,3,12,11,46,316,0,180,159.71428571428572,170.14285714285714,175.78571428571428,169,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-11-12,28,2015-10-16T00:00:00+00:00,train,65,3,12,11,46,316,0,190,179.14285714285714,187.5,187.03571428571428,34,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-11-13,28,2015-10-17T00:00:00+00:00,train,179,4,13,11,46,317,0,178,161.28571428571428,169.78571428571428,175.67857142857142,172,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2015-11-13,28,2015-10-17T00:00:00+00:00,train,58,4,13,11,46,317,0,216,180.71428571428572,187.85714285714286,186.89285714285714,56,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2015-11-14,28,2015-10-18T00:00:00+00:00,train,166,5,14,11,46,318,1,179,160.71428571428572,169.85714285714286,175.53571428571428,159,
